-8.0,-0.14549030072754393
-7.5,0.3466133647786821
-7.0,0.7539519494223202
-6.5,0.9765942243512922
-6.0,0.9601553202892532
-5.5,0.708703876227349
-5.0,0.28366559303077055
-4.5,-0.21080323254880387
-4.0,-0.653627601694848
-3.5,-0.9364558782419228
-3.0,-0.9899937532412886
-2.5,-0.801142203556274
-2.0,-0.4161473675572018
-1.5,0.07073718684864636
-1.0,0.5403062050527063
-0.5,0.8775775143296094
0.0,1.0000035425842861
0.5,0.8775805356706025
1.0,0.5402689595346454
1.5,0.07075224563875257
2.0,-0.416153596356417
2.5,-0.8011405823612869
3.0,-0.9899653635991941
3.5,-0.9364686152434646
4.0,-0.6536383540788776
4.5,-0.21075812473130767
